part_number,Model,N,MAE,RMSE,WAPE_pct,Forecast_Bias,R2
Part 66,3-day Moving Average,37,280.68468468468467,394.2780683669777,42.444553430330764,82.5945945945946,-0.586386996063011
Part 66,LightGBM,37,340.29756333870097,441.58111715847616,51.459088783439334,-92.71487355166387,-0.9898708432592598
Part 66,CatBoost,37,333.5149546759241,410.8420685970972,50.43343682773088,-131.71157937705132,-0.7224781252741856
Part 67,XGBoost,37,24.15948479240005,29.252749803495856,58.234588750410545,1.2646541788771346,-0.09985400345240536
Part 67,3-day Moving Average,37,24.243243243243242,31.247774695543097,58.43648208469055,-3.3423423423423424,-0.25498875878454674
Part 67,LightGBM,37,23.032811296461407,30.377682145582135,55.5188285321871,-5.391362630048008,-0.18607161843886244
Part 67,CatBoost,37,23.675028937216748,28.75789895364686,57.06684499524558,-4.80315833127327,-0.06295762931812421
Part 68,XGBoost,37,46.300989879144204,60.53755119496751,54.05921822430847,-17.40194987606358,0.23707850517467222
Part 68,3-day Moving Average,37,39.87387387387387,57.940738078912396,46.55516987482907,-19.26126126126126,0.3011271025100951
Part 68,LightGBM,37,42.45396288984621,57.24507780400811,49.56758052774723,-20.144436559473945,0.3178082667847104
Part 68,CatBoost,37,42.851487324002306,58.055866278396216,50.031714452132704,-24.51037201784083,0.29834702348513786
Part 69,XGBoost,37,85.15983908885234,107.86159875376829,47.40355117026533,-50.3500584525031,-0.4016358741665613
Part 69,3-day Moving Average,37,76.0900900900901,99.23173351774591,42.35494709392709,-11.531531531531533,-0.18632219196283972
Part 69,LightGBM,37,93.50088976190463,113.66866857102225,52.04653108455651,-45.23084331336646,-0.5566215698749573
Part 69,CatBoost,37,88.89299480439104,107.85794228572271,49.48158278565471,-44.583214657576335,-0.4015408459085674
Part 7,XGBoost,37,7.015284243467692,12.555729105879749,64.09025111316163,1.9142124314565916,0.43794805382142143
Part 7,3-day Moving Average,37,11.333333333333332,21.58731136598562,103.53909465020577,-3.8198198198198194,-0.6614592466429272
Part 7,LightGBM,37,6.145695573261117,10.798405109217644,56.145860792755876,2.004625819556047,0.5842695701259364
Part 7,CatBoost,37,5.631821270884737,9.54809596287823,51.451206672280314,0.16765401043218367,0.6749679909713009
Part 70,XGBoost,37,19.74227370442571,24.04082082145124,56.84545735904679,5.059009539114462,-0.4041724326474756
Part 70,3-day Moving Average,37,18.594594594594593,23.34800053814307,53.540856031128406,-2.072072072072072,-0.3244063323497699
Part 70,LightGBM,37,18.97037062729049,23.70712515231182,54.622857059124364,0.5125649266299778,-0.3654620803957478
